question_id,label,reason
318,no_figure,The question presents a fully text-based clinical vignette without any reference to an external figure or exhibit.
319,no_figure,The question contains all necessary clinical details in text and does not mention or rely on any figures or exhibits.
320,no_figure,The question contains all necessary clinical information in the text and does not reference any external images or exhibits.
321,no_figure,The question contains all necessary clinical information in the text without referencing any images or external exhibits.
322,no_figure,The question contains all necessary clinical information in the text and does not reference any image or exhibit.
323,no_figure,The question contains all necessary clinical details in the text and makes no reference to any image or exhibit.
324,no_figure,The clinical vignette and laboratory findings are entirely described in the text with no reference to an image or exhibit.
325,no_figure,The question describes all clinical and ultrasonography findings directly in the text without referring to any image or exhibit.
326,no_figure,The question contains all necessary clinical details in the text and does not reference any figure or exhibit.
327,no_figure,The question contains no reference to any image or exhibit and can be solved completely through the clinical vignette provided.
328,no_figure,The question contains all necessary clinical information to be answered directly from the text without referring to any images or exhibits.
329,no_figure,The question contains all necessary clinical information in the text without referencing any figures or images.
330,mentions_figure_answerable,"The clinical history of severe trauma followed by refractory hypoxemia and heavy red lungs at autopsy clearly indicates acute respiratory distress syndrome (ARDS) characterized by interstitial edema, making the question answerable without viewing Image A."
331,requires_figure,The question relies on an unprovided hemoglobin electrophoresis image to definitively differentiate between hemoglobinopathies such as sickle cell disease and hemoglobin SC disease.
332,no_figure,The question contains all necessary clinical information in the text without referencing any external image or exhibit.
333,no_figure,The question contains all clinical information in the text and does not mention or require an image.
334,no_figure,The question does not refer to or rely on any images or exhibits.
335,no_figure,The question contains all clinical information in the text and makes no mention of or reference to any external figure or exhibit.
336,mentions_figure_answerable,"The brain biopsy finding of perivascular clusters of lymphocytes in the setting of CNS disease points directly to primary central nervous system lymphoma, which is classically associated with Epstein-Barr virus, allowing the question to be answered without the MRI."
337,no_figure,The question contains all necessary clinical information in the text and does not refer to any figures or exhibits.
338,no_figure,The question contains all necessary clinical information in the text and does not reference any images or exhibits.
339,no_figure,The question contains all necessary clinical information to identify the treatment for arachnophobia and makes no reference to any external image or exhibit.
340,requires_figure,The CT scan is necessary to confirm the diagnosis (such as normal-pressure hydrocephalus indicated by ventriculomegaly) and guide the appropriate management among the provided options.
341,no_figure,The question contains all necessary clinical information and does not reference any image or exhibit.
342,no_figure,The question contains all clinical information needed to diagnose tension pneumothorax and does not reference any figure or exhibit.
343,no_figure,The question poses an anatomical knowledge question regarding where fluid from a ruptured ovarian cyst typically accumulates without referring to an image or exhibit.
344,no_figure,The question contains all necessary clinical information and does not reference any figure or exhibit.
345,no_figure,The question contains all necessary clinical details in text and makes no reference to any figures or exhibits.
346,no_figure,The question is entirely self-contained text describing a clinical scenario about psychological defense mechanisms and does not reference any figures or exhibits.
347,no_figure,The question contains all necessary clinical and laboratory information in the text with no reference to any figures or exhibits.
348,no_figure,The question does not mention or rely on any image or external exhibit.
349,no_figure,The question contains all clinical findings within the text and does not reference any image or exhibit.
350,no_figure,The question contains all necessary clinical and laboratory information in the text without referencing any images or external figures.
351,no_figure,The question contains all necessary clinical and laboratory information in the text with no reference to any external figure or image.
352,no_figure,"The question presents all clinical, laboratory, and histopathological findings in the text without referencing any figures or images."
353,no_figure,The question contains all necessary clinical and laboratory information in the text with no mention of or reliance on any figure.
354,no_figure,"The question contains all necessary clinical details in text and makes no reference to any figures, images, or exhibits."
355,no_figure,The question contains all necessary clinical information in the text and does not refer to any external figure or exhibit.
356,no_figure,The question presents a complete clinical vignette and can be answered entirely from the provided text without any reference to a figure.
357,no_figure,"The arterial blood gas results are fully provided within the text, and no external images or figures are referenced."
358,no_figure,The question is entirely text-based and does not mention or rely on any exhibits or images.
359,no_figure,The question contains all necessary clinical and biopsy findings in the text without referring to any images or exhibits.
360,no_figure,The question presents a complete clinical vignette describing spinal muscular atrophy without referencing any figures or exhibits.
361,no_figure,The question contains all necessary clinical details in the text and does not mention or rely on any exhibits or images.
362,no_figure,The question presents a complete clinical scenario describing reactive arthritis without referencing any images or exhibits.
363,no_figure,The question contains all necessary clinical and ultrasound findings directly in the text without referencing any external image or exhibit.
364,no_figure,The question contains all necessary clinical information in the text and does not mention or rely on any exhibits or images.
365,mentions_figure_answerable,"Although a Darrow-Yannet diagram is mentioned, the patient's clinical presentation of acute diarrhea, vomiting, tachycardia, and hypotension sufficiently indicates hypovolemia leading to increased renin secretion without needing the image."
366,no_figure,"The question contains no references to any external images or exhibits, providing all diagnostic findings within the text."
367,no_figure,All clinical findings and serology results are provided entirely within the text without referencing any external image or exhibit.
368,no_figure,The question contains all necessary clinical information in the text and does not mention or rely on any figure or exhibit.
369,no_figure,The question contains all necessary clinical details and does not mention or rely on any image or exhibit.
370,no_figure,The question contains all necessary clinical information in the text and makes no reference to any images or exhibits.
371,no_figure,The question contains all necessary clinical information in text and does not mention or rely on any exhibits.
372,no_figure,The question contains all necessary clinical information and laboratory values within the text and does not refer to any external figure or exhibit.
373,requires_figure,"The question requires viewing the photograph of the eye to distinguish between various forms of keratitis and corneal pathology, such as differentiating a bacterial corneal ulcer from a dendritic ulcer of herpes simplex keratitis."
374,no_figure,The question contains all necessary clinical and diagnostic findings within the text without referencing any external image or exhibit.
375,no_figure,The question describes CT scan findings in the text without referencing any external image or exhibit.
376,no_figure,The question contains all clinical information in text and does not mention or rely on any exhibits.
377,no_figure,The question contains all necessary clinical information in the text and does not mention or rely on any exhibits or images.
378,no_figure,The question contains all necessary clinical information in the text and does not reference any figures or exhibits.
379,no_figure,The question contains all clinical information needed to diagnose cardiac tamponade/pericardial effusion and does not mention any exhibits or figures.
380,mentions_figure_answerable,"Although Figures A and B are mentioned, the clinical vignette and specific laboratory abnormalities (hypokalemic metabolic alkalosis with hypercalcemia) provide sufficient information to determine the answer."
381,no_figure,The question describes the peripheral blood smear findings directly in the text without referencing any external image or exhibit.
382,no_figure,The question presents a complete clinical scenario without referencing any figures or exhibits.
383,no_figure,"The question does not refer to any external image or exhibit, and all relevant X-ray findings are fully described in the text."
384,no_figure,The question contains all necessary clinical information and laboratory values within the text and does not mention or require an image.
385,no_figure,The question describes the CT scan findings entirely in the text without referencing an external image.
386,no_figure,The question contains all clinical information and laboratory findings in text format with no reference to an image or exhibit.
387,no_figure,The question contains all necessary clinical details in the text and makes no reference to any figures or exhibits.
388,no_figure,The question does not mention or refer to any image or exhibit.
389,no_figure,The question contains all necessary clinical details in the text and does not mention or rely on any external images or exhibits.
390,no_figure,The question contains all necessary clinical details in text and does not mention or require any images or exhibits.
391,no_figure,The question describes the findings from the EKG and chest radiograph entirely in the text without referring to any accompanying figures.
392,no_figure,The question contains all clinical information and spirometry values directly within the text with no mention of an external figure or exhibit.
393,no_figure,The question contains all necessary clinical information in the text and does not reference any figure or exhibit.
394,no_figure,The question contains all necessary clinical and laboratory information in the text without referencing any figures or external exhibits.
395,no_figure,The clinical vignette contains all necessary clinical information to determine the next step in asthma management without referencing any figures or exhibits.
396,no_figure,The question presents all relevant clinical and ultrasound findings entirely in the text without referring to any external images or exhibits.
397,mentions_figure_answerable,"The family history of mild anemia across generations in both sexes, combined with splenomegaly and an aplastic crisis, points directly to hereditary spherocytosis, which has an autosomal dominant inheritance pattern."
398,no_figure,The question contains all necessary clinical and laboratory information in the text without referencing any figures or external exhibits.
399,no_figure,"The question presents all clinical details, vital signs, and lab values in the text without referring to any images or exhibits."
400,no_figure,The question contains all clinical information and laboratory results in the text without referencing any figures or exhibits.
401,no_figure,The question contains all necessary clinical details in text and does not refer to any figures or exhibits.
402,no_figure,The question contains all necessary clinical information in the text and does not reference any external images or figures.
403,no_figure,The question contains all clinical information in the text and does not mention or rely on any exhibit or figure.
404,no_figure,The question describes the clinical and imaging findings entirely in the text without referencing any figures or exhibits.
405,no_figure,The question contains all necessary clinical information directly in the text and does not mention or rely on any exhibits.
406,mentions_figure_answerable,"The clinical history of bat exposure followed by rapidly fatal encephalitis is diagnostic for rabies virus, which targets acetylcholine receptors, allowing the question to be answered without the histology image."
407,no_figure,The question contains all necessary clinical information in the text and does not reference or require any figure or exhibit.
408,no_figure,The question contains all necessary clinical and laboratory information in the text with no reference to any external figure or exhibit.
409,no_figure,The question contains all necessary clinical and histological findings in the text without referring to any images or exhibits.
410,no_figure,The question is entirely text-based and does not reference any images or external exhibits.
411,mentions_figure_answerable,"Although the prompt refers to an image of the lesions ('as shown'), the clinical presentation and markedly elevated IgA tissue transglutaminase titer provide sufficient information to diagnose celiac disease."
412,no_figure,The question relies entirely on clinical text and laboratory values with no reference to any images or external figures.
413,no_figure,The question contains all necessary clinical and laboratory information in the text without referencing any figures or images.
414,no_figure,The question contains all necessary clinical information in the text and does not reference any figure or exhibit.
415,mentions_figure_answerable,"Although the question refers to a table, the contingency table data is fully provided in the text, allowing the question to be answered without an external image."
416,no_figure,The question contains all necessary clinical and laboratory information in the text with no mention of an external figure or image.
417,no_figure,The question contains all necessary clinical information and laboratory findings within the text without referencing any figures or exhibits.
418,no_figure,The question contains all clinical and laboratory information in the text and does not mention or rely on any figures or exhibits.
419,no_figure,"The question does not reference or rely on any images, tables, or other exhibits."
420,no_figure,The question contains all necessary clinical details in the text and does not mention or rely on any figure.
421,no_figure,"The question presents all clinical details, examination findings, and echocardiogram results entirely within the text without referring to any images or exhibits."
422,no_figure,The question relies purely on the clinical vignette and laboratory values provided in the text without referencing any images or external figures.
423,no_figure,The question contains all necessary clinical and laboratory information directly in the text without referring to any external images or exhibits.
424,no_figure,The question contains no references to any images or figures and can be answered using clinical knowledge alone.
425,no_figure,The question presents a clinical ethics scenario without referencing any images or external exhibits.
426,no_figure,The question contains all necessary clinical details in the text and does not mention or require any figure or exhibit.
427,no_figure,The question contains all necessary information to determine the mechanism of action of miglitol without referencing any figures or exhibits.
428,no_figure,The question contains all necessary clinical details in the text and does not mention or rely on any figures or exhibits.
429,no_figure,The text describes the findings of the barium swallow study directly without referring to an image or exhibit.
430,no_figure,The question does not mention or rely on any images or exhibits to be answered.
431,no_figure,The question contains all necessary clinical information in the text and makes no reference to any external figure or image.
432,no_figure,The question contains all necessary clinical and laboratory information in the text without referencing any figures or exhibits.
433,no_figure,The question contains no references to any external images or figures and can be answered fully using the provided clinical details.
434,no_figure,The question is entirely self-contained text describing a clinical scenario of Alzheimer's disease without referencing any images or exhibits.
435,no_figure,The question presents a complete clinical vignette describing organophosphate poisoning without referencing any image or exhibit.
436,no_figure,The question contains all necessary clinical and genetic details in the text and does not reference any figure or exhibit.
437,no_figure,The question contains all necessary clinical details in text and does not refer to any external image or exhibit.
438,no_figure,The question presents a complete clinical vignette with no mention or need of any figure or exhibit.
439,no_figure,The question contains all necessary clinical and diagnostic details in the text without referencing any figures or images.
440,no_figure,The question contains all necessary clinical information in text form and does not reference any figure or exhibit.
441,no_figure,The question contains all necessary clinical and biopsy descriptions in the text without referring to any images or exhibits.
442,no_figure,"The question does not refer to any figures, images, or external exhibits."
443,no_figure,The question contains all necessary clinical information and laboratory results directly in the text without referencing any images or external figures.
444,no_figure,The question contains all necessary clinical and ethical details entirely in text with no mention of or reference to any figure or exhibit.
445,no_figure,The question contains all necessary clinical information in the text and does not mention or rely on any images or external exhibits.
446,no_figure,"The question contains all necessary clinical and electrocardiographic findings entirely within the text, with no reference to an external image or exhibit."
447,no_figure,"The question does not refer to any image, exhibit, or figure and can be answered solely from the provided clinical text."
448,mentions_figure_answerable,"Although the prompt references a picture of the patient's feet, the clinical text already describes 'bruising on his feet' alongside a symptomatic abdominal aortic aneurysm with all key imaging and hemodynamic findings needed to determine management."
449,no_figure,The question contains all necessary clinical details in the text and makes no reference to any images or exhibits.
450,no_figure,The question contains all necessary clinical details within the text and does not mention or require any figure or exhibit.
451,no_figure,The question contains all necessary clinical information in the text and does not mention or require an image.
452,no_figure,The question presents all chest radiograph findings textually and does not reference an external figure or image.
453,no_figure,The question contains all necessary clinical details in the text and does not reference any image or exhibit.
454,requires_figure,"The answer choices refer to labeled regions on an unseen histology slide of the adrenal gland, making the question impossible to answer without the image."
455,no_figure,The question contains all necessary clinical information in the text and does not reference any external images or exhibits.
456,no_figure,The clinical vignette provides all necessary details to determine the diagnosis without referencing any figures or exhibits.
457,no_figure,All clinical information and laboratory test results are provided directly in the text with no reference to an external figure or image.
458,no_figure,The question contains all necessary clinical information in the text and does not reference any figure or exhibit.
459,no_figure,"The question does not refer to any external figure or exhibit, and all relevant radiograph findings are fully described in the text."
460,no_figure,The question contains only clinical text and does not mention or rely on any exhibits or images.
461,no_figure,The question contains all necessary clinical details in the text without referencing any images or exhibits.
462,no_figure,"The question contains all necessary clinical information in the text and makes no reference to any figures, images, or exhibits."
463,no_figure,The question presents a complete clinical scenario without referencing any figures or exhibits.
464,no_figure,The question contains all necessary clinical information in the text without referencing any figures or exhibits.
465,no_figure,The question contains all necessary clinical information in the text and does not mention or rely on any exhibits or images.
466,no_figure,The question contains all necessary clinical information in the text and makes no reference to any figures or exhibits.
467,requires_figure,"The question asks about an immunologic process in a region indicated by an arrow on an unseen photomicrograph of the thymus, which is needed to distinguish between the cortex and medulla."
468,no_figure,The question contains all necessary clinical information in the text and does not refer to any external figure or exhibit.
469,mentions_figure_answerable,"Although a chest x-ray is mentioned, the constellation of respiratory symptoms, bilateral ankle pain, anterior uveitis, and demographic risk factors points definitively to sarcoidosis despite multiple environmental and travel-related distractors."
470,mentions_figure_answerable,"The text explicitly describes a small outpouching in the posterior neck on a swallowing study, which sufficiently identifies a Zenker diverticulum without needing to view the image."
471,no_figure,The question contains all necessary clinical and diagnostic details in the text without referencing any external figures or exhibits.
472,no_figure,The question contains all necessary information within the text and does not refer to any external figure or exhibit.
473,no_figure,"The question does not refer to any figures, images, or external exhibits and provides all necessary clinical details in the text."
474,no_figure,The question is entirely text-based and contains no references to any images or exhibits.
475,mentions_figure_answerable,"Although an ECG is referenced, the patient presents with an unstable tachyarrhythmia (hypotension, chest pain, pulse 136/min), which dictates immediate synchronized cardioversion regardless of the specific rhythm shown."
476,no_figure,The question contains all necessary clinical and laboratory information in the text without referencing any external image or exhibit.
477,no_figure,The question contains all necessary clinical information to identify the injured nerve and affected muscle action without referencing any figures or exhibits.
478,no_figure,"The question contains all necessary clinical and serologic details within the text, with no reference to any figures or exhibits."
479,no_figure,The question contains all necessary clinical details in the text and makes no reference to any images or exhibits.
480,no_figure,The question contains all necessary clinical details in text and makes no reference to any external image or exhibit.
481,no_figure,The question contains all necessary information in the text and does not mention or rely on any figures.
482,no_figure,The question contains all necessary information to answer without referencing any images or external exhibits.
483,no_figure,The question contains all necessary clinical and laboratory information directly in the text without referring to any external figures or exhibits.
484,requires_figure,The photograph is required to visually confirm the presence of a constricting hair or fiber around the swollen toe to differentiate hair tourniquet syndrome from other causes.
485,mentions_figure_answerable,"Although an endoscopic image is mentioned, the patient's presentation, atopic history, and explicit biopsy finding of eosinophilic infiltration provide all the necessary information to determine the appropriate pharmacotherapy."
486,no_figure,The question presents a clinical vignette without referencing any images or external exhibits.
487,no_figure,The question contains only text describing a clinical scenario and makes no reference to any figures or exhibits.
488,no_figure,The question contains all necessary clinical information in the text and does not refer to any external figure or exhibit.
489,no_figure,The question contains no references to any images or exhibits and can be fully answered using the provided text alone.
490,no_figure,The question presents a complete clinical vignette describing Kallmann syndrome without referring to any images or exhibits.
491,no_figure,The question is entirely text-based and does not refer to any figures or exhibits.
492,no_figure,The question contains all necessary clinical and laboratory information in the text without referencing any external image or exhibit.
493,no_figure,"The question does not reference any image, figure, or exhibit and can be answered using only the provided text."
494,no_figure,The question contains all necessary clinical information to diagnose twin-to-twin transfusion syndrome and determine chorionicity without referencing any figures or exhibits.
495,no_figure,"The question contains no reference to any figures, images, or exhibits."
496,no_figure,The question contains all necessary clinical and laboratory data in the text without referencing any figures or images.
497,no_figure,The question contains all necessary clinical information in the text and makes no reference to any external image or exhibit.
498,no_figure,The question presents a clinical scenario and asks for lab values without referencing any figures or exhibits.
499,no_figure,The question presents all clinical details purely in text without referencing any images or external exhibits.
500,no_figure,The question describes the abdominal x-ray findings directly in the text without referring to any external figure or image.
501,no_figure,"The question contains all necessary clinical and microbiological details entirely within the text, with no reference to an external figure or exhibit."
502,no_figure,The question contains all necessary clinical details in the text and does not mention or rely on any figures.
503,no_figure,The question contains all necessary clinical information in the text without referencing any figures or images.
504,no_figure,The question presents all relevant clinical findings directly in the text and does not mention or rely on any exhibits or images.
505,no_figure,The question contains all necessary clinical and biochemical information to answer without referencing any images or figures.
506,no_figure,The question contains all necessary clinical information in the text and does not mention or require any figure or exhibit.
507,no_figure,"The question contains all clinical, radiographic, and laboratory findings within the text without referencing any external image or exhibit."
508,no_figure,The question is entirely text-based and does not mention or require any figure or exhibit.
509,no_figure,The question contains all necessary clinical information to diagnose vascular dementia without referencing any figures or images.
510,no_figure,The question contains all necessary clinical and communication context within the text and does not reference any figure or exhibit.
511,no_figure,The question presents all findings in the text and does not mention or rely on any external exhibits or figures.
512,no_figure,The question contains all necessary clinical information in text and does not reference or require any images or exhibits.
513,no_figure,The question contains all clinical information in the text and does not reference or require an external image or exhibit.
514,no_figure,The question presents all clinical details and microscopic findings directly in the text without referring to any images or exhibits.
515,no_figure,The question contains all necessary clinical information to diagnose the condition and identify the histopathologic finding without referencing any external image or figure.
516,no_figure,The question contains all necessary clinical information in the text and does not mention or require any images or exhibits.
517,no_figure,The clinical vignette does not reference any images or external exhibits.
518,mentions_figure_answerable,"The clinical presentation (fever, neurological symptoms, thrombocytopenia, and Coombs-negative hemolytic anemia in early pregnancy) is sufficient to diagnose thrombotic thrombocytopenic purpura without viewing the peripheral blood smear."
519,no_figure,The question contains all necessary clinical information in the text and does not reference any external images or exhibits.
520,no_figure,The question contains all necessary information within the text and does not mention or rely on any figures or exhibits.
521,mentions_figure_answerable,"Although the prompt mentions an ECG, the patient clearly has an acute myocardial infarction with elevated troponins and ongoing ischemic symptoms, making percutaneous coronary intervention the clear best next step over the other options."
522,no_figure,The question contains all necessary clinical information and findings in the text without referencing any external image or exhibit.
523,no_figure,The question contains all necessary clinical details in text and does not mention or rely on any image or exhibit.
524,no_figure,The question describes imaging and staining results entirely in text without referencing an external image or figure.
525,no_figure,The question contains all necessary clinical and laboratory information in the text without referring to any images or external figures.
526,no_figure,The question contains all necessary clinical information in the text and does not mention or require any figure or exhibit.
527,no_figure,The question presents a complete clinical scenario and laboratory findings without referring to any images or exhibits.
528,no_figure,The question contains all necessary clinical and diagnostic details in the text without referencing any figures or exhibits.
529,no_figure,The question contains all necessary clinical and fundoscopic findings within the text without referring to any images or exhibits.
530,no_figure,"The question does not refer to any image, table, or other exhibit and provides all necessary clinical details in text."
531,no_figure,The question contains all necessary clinical and laboratory information in the text without referencing any figures or exhibits.
532,no_figure,The question contains all necessary clinical details in the text and does not refer to any external figure or exhibit.
533,no_figure,The question contains all necessary clinical and biopsy descriptions entirely in the text without referring to any images or exhibits.
534,no_figure,The question contains all necessary clinical information in the text and does not reference any figure or exhibit.
535,mentions_figure_answerable,"Although the question refers to a table in the abstract, the table data and relevant participant numbers are fully provided in the text."
536,no_figure,The question contains all necessary clinical and laboratory information in the text without referencing any figures or external exhibits.
537,mentions_figure_answerable,"Although a CT image is mentioned, the clinical vignette clearly describes acute elevated intracranial pressure from severe head trauma requiring an anesthetic agent like propofol that decreases cerebral blood flow and intracranial pressure."
538,no_figure,The question contains all necessary clinical and microbiological details in the text without referencing any figures or images.
539,no_figure,The question describes the CT scan findings in the text without referencing an external image.
540,no_figure,The question describes the ECG findings entirely in the text without referring to any image or exhibit.
541,no_figure,The question contains all necessary epidemiological data within the text and does not reference any figure or exhibit.
542,no_figure,The question contains all necessary clinical information in the text and does not reference any figure or exhibit.
543,no_figure,The question contains all necessary clinical information in the text and does not mention or require an image.
544,no_figure,The question contains all necessary clinical information in the text and does not mention or require any figure or exhibit.
545,no_figure,The question does not reference or rely on any images or exhibits.
546,mentions_figure_answerable,"The clinical presentation of acute shortness of breath and decreased breath sounds at the lung base within 24 hours of major abdominal surgery is classic for postoperative atelectasis, allowing the question to be answered without the chest radiograph."
547,no_figure,The question contains all necessary clinical information to determine the next step in management and does not reference any figure or image.
548,no_figure,The question contains all necessary clinical and diagnostic details in the text without referencing any external figures or exhibits.
549,no_figure,The question contains all clinical and ultrasound findings in the text without referencing any image or external exhibit.
550,no_figure,The question contains all necessary clinical information in the text and does not refer to any figures or exhibits.
551,no_figure,The question contains all necessary clinical and laboratory information in the text with no mention of or reliance on any figures or exhibits.
552,no_figure,"The question presents all clinical, laboratory, and ultrasound findings entirely in the text without referencing any images or exhibits."
553,no_figure,"The question does not refer to any image, exhibit, or figure and can be answered entirely through the text."
554,no_figure,The question contains all clinical information in the text and does not refer to any external image or exhibit.
555,no_figure,The question contains all necessary clinical information in the text and does not mention or require any figure or exhibit.
556,no_figure,The question contains all clinical and histopathologic findings directly in the text without referencing any figures or exhibits.
557,mentions_figure_answerable,"Although a CT scan is mentioned, the clinical vignette provides a classic description of bubonic plague progressing to pneumonic plague acquired in the southwestern United States, allowing the correct answer to be identified without the image."
558,no_figure,The question contains a full clinical description without referencing any images or external exhibits.
559,no_figure,The question is entirely text-based and does not mention or rely on any exhibits.
560,no_figure,The question contains all necessary clinical information and laboratory values within the text itself without referencing an external image or figure.
561,no_figure,The question contains all necessary clinical information in the text and does not refer to any figures or exhibits.
562,no_figure,The question contains all necessary clinical information in the text and does not mention or rely on any figures or exhibits.
563,no_figure,"The question does not reference any images, figures, or exhibits."
564,no_figure,The question is entirely text-based and does not reference any image or exhibit.
565,no_figure,The question contains all necessary clinical and laboratory information in the text without referencing any figures or images.
566,no_figure,The question contains all clinical and diagnostic details in the text without referring to any figures or exhibits.
567,no_figure,The question contains all necessary clinical information in the text and does not reference any figure or exhibit.
568,no_figure,"The question presents all relevant clinical, laboratory, and histopathological findings in text without referencing any figures or exhibits."
569,no_figure,The question contains all necessary clinical information in the text and does not refer to any external figure or exhibit.
570,no_figure,The question describes the X-ray findings directly in the text without referencing any external image or exhibit.
571,no_figure,The question contains all necessary clinical details in the text and makes no reference to any figures or external exhibits.
572,requires_figure,The exhibit of the facial rash is required to determine the specific subtype and severity of the condition in order to select the correct initial treatment.
573,no_figure,The question contains all necessary clinical findings in the text and does not mention or rely on any exhibits or images.
574,no_figure,The question contains all necessary clinical details in text and does not reference any image or exhibit.
575,mentions_figure_answerable,"The clinical history of neck pain radiating to the arm with wrist extension weakness indicates cervical disc herniation causing nerve root compression by the nucleus pulposus, which is embryologically derived from the notochord, allowing the question to be answered without the MRI."
576,no_figure,The question describes the pelvic ultrasound findings directly in the text and does not reference any external images or exhibits.
577,no_figure,The question presents a clinical scenario and asks for the expected echocardiogram finding without referencing any external image or exhibit.
578,no_figure,The question contains all necessary clinical information in the text and makes no reference to any figures or exhibits.
579,no_figure,"The question asks what a hypothetical radiograph would show based on the provided clinical vignette and laboratory findings, without referring to an accompanying image or exhibit."
580,no_figure,The question is entirely self-contained within the clinical vignette and does not reference any external images or exhibits.
581,mentions_figure_answerable,"Although the electrocardiogram is mentioned as being shown in a picture, the clinical findings of hyperthyroidism with an irregular pulse of 140–150/min clearly identify atrial fibrillation, which strongly correlates with age."
582,no_figure,The question contains all necessary clinical details and does not mention or rely on any figures or exhibits.
583,no_figure,The question describes the EKG findings directly in the text without referencing any external image or exhibit.
584,no_figure,The text describes the chest radiography findings directly without referencing an external image.
585,no_figure,The question contains all clinical and ECG findings directly described in the text without referencing any external image or exhibit.
586,no_figure,The question describes the findings of the MRI within the text without referring to any external figure or image.
587,requires_figure,"The question asks to identify the specific congenital abnormality shown on an ultrasound, which cannot be determined without viewing the missing image."
588,no_figure,The question contains all necessary clinical details in the text and makes no reference to any figures or exhibits.
589,no_figure,The question contains all necessary clinical information in the text without referencing any figures or exhibits.
590,no_figure,The question contains all clinical information in the text and makes no reference to any image or exhibit.
591,no_figure,The question contains all necessary clinical information in the text and does not mention or rely on any external images or exhibits.
592,no_figure,The question contains all necessary clinical information in the text and does not mention or rely on any figures or exhibits.
593,no_figure,The question contains all necessary clinical information in the text and does not refer to any images or exhibits.
594,no_figure,The question presents a complete clinical vignette without any reference to an external image or exhibit.
595,no_figure,The question contains all necessary clinical information in the text and does not reference any figure or exhibit.
596,no_figure,The question contains all necessary clinical details in the text without referencing any external image or exhibit.
597,no_figure,"The question is entirely text-based and does not refer to any figures, images, or external exhibits."
598,no_figure,The question contains all necessary clinical information in the text and does not refer to any image or external exhibit.
599,no_figure,The question describes the MRI findings in the text without referring to an accompanying image or exhibit.
600,no_figure,"The question contains no references to any external figures, images, or exhibits and can be answered using text alone."
601,no_figure,The question contains all necessary information in the text and does not refer to any figures or exhibits.
602,no_figure,The question contains only text describing a clinical vignette and mechanism of drug interaction without referencing any images or exhibits.
603,mentions_figure_answerable,"Although a photograph is mentioned, the description of a hyperpigmented papule that retracts inward upon squeezing (dimple sign) is pathognomonic for a dermatofibroma."
604,no_figure,The question contains all necessary clinical details describing Kawasaki disease without referencing any images or external figures.
605,no_figure,The question contains all necessary clinical details in the text and does not mention or require an image.
606,no_figure,The question presents a complete clinical scenario without referencing any images or exhibits.
607,no_figure,"The question does not refer to any external image, graph, table, or exhibit and can be answered entirely from the text."
608,no_figure,The question contains all necessary clinical details in text and does not mention or require an image.
609,no_figure,The question does not mention or rely on any images or exhibits to be answered.
610,no_figure,The question contains all necessary clinical and laboratory information in the text and does not refer to any external images or exhibits.
611,mentions_figure_answerable,"Although a chest X-ray is noted without provided findings (implying an accompanying exhibit), the clinical triad of heart failure, achalasia/dysphagia, and origin from Mexico sufficiently identifies Chagas disease (parasitic infection)."
612,no_figure,The question contains all necessary clinical information in the text and does not mention or rely on any exhibits or images.
613,no_figure,The question contains all necessary clinical and diagnostic details in the text without referring to any images or exhibits.
614,no_figure,The question contains all necessary clinical and diagnostic details in text form and does not reference any external figures or exhibits.
615,no_figure,The question contains all necessary clinical information in the text with no mention of any external figures or exhibits.
616,requires_figure,The diagnosis of the underlying hematologic malignancy (such as Hodgkin lymphoma) relies on identifying the histopathological features shown in the lymph node biopsy (Image A) to determine the associated renal pathology.
617,no_figure,The question contains no reference to any images or exhibits and can be answered entirely from the provided text.
618,no_figure,The question contains all necessary clinical information in the text with no mention of any exhibit or image.
619,no_figure,The question contains all clinical information in the text and does not mention or rely on any figures or exhibits.
620,no_figure,The question contains all necessary information in the text and does not reference any images or exhibits.
621,no_figure,The question contains all necessary clinical details in text and makes no reference to any image or exhibit.
622,mentions_figure_answerable,"The clinical presentation describes characteristic features of multiple sclerosis, including Uhthoff phenomenon and upper motor neuron signs in a young woman, allowing the identification of CSF oligoclonal bands without needing the MRI."
